"relative_path","bytes","sha256"
"03_按问题类型分类_21题\07_固体废物控制标准问题\01_核心答案依据文件\GB_18597-2023.md","20220","805c19df30859a20df99ca05f13ac2f3484fe36c3d568b243d1b29fdd82d74bf"
"03_按问题类型分类_21题\07_固体废物控制标准问题\01_核心答案依据文件\GB_18599-2020.md","26764","bfe9daafab090c164d291523bb33411fa1893c71e0eff2a6af162542db44a35b"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\#8_GB31572表4排放限值.md","2166","2bce5e33461ba4c8376e1de66d4878ef75de16a0335b380d5d5eb5ea0b4dae41"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\DB44_2367-2022.md","40953","264cf199c9dca85e5d525be0c853071c31b0129cc5969827d462045ab2ee20c3"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\DB44_26-2001.md","53074","d42d2a095e0e9879a365309e94c4ef56b2052570307858a62f3a93d495d0fe9f"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\DB44_27-2001.md","50974","3408257edf02cb6d7fa324cd848cf8521277c659243cc19c950b3b66f7b62380"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\EVID_GB34330_2017.md","13768","f14780b5e13072c598b54c9578617c9cc236359f681a62e79a39380b740802de"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\EVID_GB5085_7_2019.md","8085","f9dc4c0642bee7c66bd7d0eb414624b11f9a15138c6d1f46606be32011ba4777"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_12348-2008.md","16412","d8b1ab8db64013c43ed7f93de0a6534974cbf210cbfdfda47ab87ea6513b42c5"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_14554-93.md","10710","ec30cff8b2856a700618017a7f2b548111b9e421df18959bfd88f8ef6fb55dd7"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_18597-2023.md","20220","805c19df30859a20df99ca05f13ac2f3484fe36c3d568b243d1b29fdd82d74bf"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_18599-2020.md","26764","bfe9daafab090c164d291523bb33411fa1893c71e0eff2a6af162542db44a35b"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_31572-2015.md","59624","6832b4a13d2dbdd0eec35f9cfa2681950d32d7ec0dfb08a5ec3ab0772f632fe5"
"03_按问题类型分类_21题\07_固体废物控制标准问题\02_实验Top5实际检索文件\GB_41616-2022.md","26707","0110e66b65b1317394d237899fd8bed8fcb83aa4ef51fcaa922a4d00418f994d"
"03_按问题类型分类_21题\07_固体废物控制标准问题\问题与文件映射.csv","2808","710dbf13a334f8e9179689136e0e386c80c8a8af077f5368d013fe05e60dced3"
"03_按问题类型分类_21题\07_固体废物控制标准问题\问题与文件映射.json","10829","3b19638d7dcc3c7f4b150329a6ac439bab6e7e8ab5a944c163e791ee9c434c7a"
"03_按问题类型分类_21题\07_固体废物控制标准问题\README.md","8771","11e461eb15e3dc4e9c7314e3089295a917eac783d17b72664455cf2132dd30b3"
"03_按问题类型分类_21题\分类统计.csv","602","d85c40af4841fb6507c2635e8e1fdc1f2da27f678412667e66752f40cfe36834"
"03_按问题类型分类_21题\复制文件哈希验收.csv","36193","19f78abb5abc2311a1e7f7ab5ca5beedbdbdef6308283b14a2c3254f8d8d1136"
"03_按问题类型分类_21题\问题分类与RAG调用清单.json","44285","64ca532bb913778d0770eaa741c2986959020cf24183ed97b2fd356684f6a363"
"03_按问题类型分类_21题\问题分类总表.csv","11448","3d0a8e38e809172807db95bd1edd99ea741fd9dd8db2c97a309016c1ae95f5b4"
"03_按问题类型分类_21题\README_总览.md","1750","36cefa4e30e9d885fdc95e7650385e4094b746af34c7753d8a24113204e2314d"
"04_冻结RAG上下文_21题\第三阶段_候选快照验收报告_20260812.md","2711","1d2080ca9c0b5a0e9d9631e4b98c21349e48a2259a53b3915f64852eb57af111"
"04_冻结RAG上下文_21题\rag_context_hashes.csv","1837","9d164b2c412580e1bcaf8bbeed30d947153e97c1ba1ec6efbf2959cc94de3a1c"
"04_冻结RAG上下文_21题\rag_contexts_frozen.jsonl","2317626","fc3cc897cc99d2fb32deb6f68c75cf8a410da7b7a33f57ad0edba4eac02e1dd1"
"04_冻结RAG上下文_21题\rag_contexts_frozen.manifest.json","720","393f88e1a52a5e0a45502c696adcb401f4afa77439b6cb81282cee2adab84ae6"
"05_清单与来源追踪\第二阶段_21题正式评价集_冻结版_20260812.json","132027","37bf435ae24630da5ad4cba41f47a24e8917cd981d153ea0e0c1c96f765047f0"
"05_清单与来源追踪\第二阶段_21题正式评价集_冻结清单_20260812.json","3126","e48e3b16dd27a22cddd934c255396b6fab0d251e5abd879a5ca365394c96f6c0"
"05_清单与来源追踪\增强库构建校验\bm25_smoke_test.json","4871","0e97d3f37c56ed420548d91876135bd64f744f2f2abee013201ef0dd01ba2510"
"05_清单与来源追踪\增强库构建校验\source_provenance.json","11551","fc93a37af2f9b4cee57c5a037c6a6118a1eeb2df01ec06f2a35fe795e5d6802f"
"05_清单与来源追踪\增强库构建校验\version_relations.json","971","0a2cf6f509f1078fa90bbeb0d1b06f0c90cd72865fb0f733915bc5043b6fd9de"
"05_清单与来源追踪\FORMAL_SOURCE_OF_TRUTH.md","3040","cef106f03f25d131f2d278830852ca1aad3b4a04046e5aabe001dfa45e2148fe"
"README_正式实验RAG知识库_复现完整包.md","2268","40cbf490aef483b56a72e47611c904924856b558ca5589916be855258ad548d9"
