run_id,question_id,task_type,model,kc,status,input_status,output_tokens,answer_chars,causes,is_valid_data
NEW_PL007_ro_water__A3_K1,NEW_PL007_ro_water,纯水制备水量核算,A3,K1,OK,error_no_report,1276,1423,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL007_ro_water__A3_K2,NEW_PL007_ro_water,纯水制备水量核算,A3,K2,OK,error_no_report,1700,1465,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL007_ro_water__A3_K3,NEW_PL007_ro_water,纯水制备水量核算,A3,K3,OK,error_no_report,2865,2245,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A1_K1,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A1,K1,TRUNCATED,ready,8192,0,E2_TRUNC_EMPTY;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A1_K2,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A1,K2,TRUNCATED,ready,8192,1807,E3_TRUNC_PARTIAL;I3_WEB_EMPTY;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A1_K3,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A1,K3,TRUNCATED,ready,8192,1587,E3_TRUNC_PARTIAL;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A2_K1,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A2,K1,OK,ready,3411,1461,E4_FORMAT_NOT_JSON;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A2_K2,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A2,K2,OK,ready,3660,1606,E4_FORMAT_NOT_JSON;I3_WEB_EMPTY;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A2_K3,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A2,K3,OK,ready,2819,1304,E4_FORMAT_NOT_JSON;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A3_K1,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A3,K1,TRUNCATED,ready,8192,4307,E3_TRUNC_PARTIAL;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A3_K2,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A3,K2,TRUNCATED,ready,8192,0,E2_TRUNC_EMPTY;I3_WEB_EMPTY;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL014_CaptureAirflow_Q01__A3_K3,PL014_CaptureAirflow_Q01,废气收集形式与理论排气量,A3,K3,TRUNCATED,ready,8192,636,E3_TRUNC_PARTIAL;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A1_K1,PL001_Emission_固体,固体废物控制标准,A1,K1,TRUNCATED,ready,8192,0,E2_TRUNC_EMPTY;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A1_K2,PL001_Emission_固体,固体废物控制标准,A1,K2,TRUNCATED,ready,8192,0,E2_TRUNC_EMPTY;I3_WEB_EMPTY;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A1_K3,PL001_Emission_固体,固体废物控制标准,A1,K3,TRUNCATED,ready,8192,0,E2_TRUNC_EMPTY;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A2_K1,PL001_Emission_固体,固体废物控制标准,A2,K1,OK,ready,3126,1467,E4_FORMAT_NOT_JSON;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A2_K2,PL001_Emission_固体,固体废物控制标准,A2,K2,OK,ready,3161,1619,E4_FORMAT_NOT_JSON;I3_WEB_EMPTY;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A2_K3,PL001_Emission_固体,固体废物控制标准,A2,K3,OK,ready,4808,1670,E4_FORMAT_NOT_JSON;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A3_K1,PL001_Emission_固体,固体废物控制标准,A3,K1,TRUNCATED,ready,8192,0,E2_TRUNC_EMPTY;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A3_K2,PL001_Emission_固体,固体废物控制标准,A3,K2,TRUNCATED,ready,8192,2011,E3_TRUNC_PARTIAL;I3_WEB_EMPTY;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
PL001_Emission_固体__A3_K3,PL001_Emission_固体,固体废物控制标准,A3,K3,TRUNCATED,ready,8192,0,E2_TRUNC_EMPTY;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A1_K1,NEW_PL006_living_wastewater,生活污水量核算,A1,K1,OK,error_no_report,685,687,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A1_K2,NEW_PL006_living_wastewater,生活污水量核算,A1,K2,OK,error_no_report,963,1049,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A1_K3,NEW_PL006_living_wastewater,生活污水量核算,A1,K3,OK,error_no_report,976,829,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A2_K1,NEW_PL006_living_wastewater,生活污水量核算,A2,K1,OK,error_no_report,1279,636,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A2_K2,NEW_PL006_living_wastewater,生活污水量核算,A2,K2,OK,error_no_report,1431,607,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A2_K3,NEW_PL006_living_wastewater,生活污水量核算,A2,K3,OK,error_no_report,1206,642,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A3_K1,NEW_PL006_living_wastewater,生活污水量核算,A3,K1,OK,error_no_report,926,974,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A3_K2,NEW_PL006_living_wastewater,生活污水量核算,A3,K2,OK,error_no_report,2047,1182,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL006_living_wastewater__A3_K3,NEW_PL006_living_wastewater,生活污水量核算,A3,K3,OK,error_no_report,1565,1073,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A1_K1,NEW_PL001_invest_ratio,环保投资比例核算,A1,K1,OK,error_no_report,532,448,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A1_K2,NEW_PL001_invest_ratio,环保投资比例核算,A1,K2,OK,error_no_report,791,684,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A1_K3,NEW_PL001_invest_ratio,环保投资比例核算,A1,K3,OK,error_no_report,804,751,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A2_K1,NEW_PL001_invest_ratio,环保投资比例核算,A2,K1,OK,error_no_report,679,349,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A2_K2,NEW_PL001_invest_ratio,环保投资比例核算,A2,K2,OK,error_no_report,1345,854,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A2_K3,NEW_PL001_invest_ratio,环保投资比例核算,A2,K3,OK,error_no_report,1089,541,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A3_K1,NEW_PL001_invest_ratio,环保投资比例核算,A3,K1,OK,error_no_report,523,482,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A3_K2,NEW_PL001_invest_ratio,环保投资比例核算,A3,K2,OK,error_no_report,830,799,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL001_invest_ratio__A3_K3,NEW_PL001_invest_ratio,环保投资比例核算,A3,K3,OK,error_no_report,770,833,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A1_K1,NEW_PL015_invest_ratio,环保投资比例核算,A1,K1,OK,error_no_report,478,377,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A1_K2,NEW_PL015_invest_ratio,环保投资比例核算,A1,K2,OK,error_no_report,915,844,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A1_K3,NEW_PL015_invest_ratio,环保投资比例核算,A1,K3,OK,error_no_report,1059,944,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A2_K1,NEW_PL015_invest_ratio,环保投资比例核算,A2,K1,OK,error_no_report,938,454,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A2_K2,NEW_PL015_invest_ratio,环保投资比例核算,A2,K2,OK,error_no_report,1639,696,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A2_K3,NEW_PL015_invest_ratio,环保投资比例核算,A2,K3,OK,error_no_report,1157,571,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A3_K1,NEW_PL015_invest_ratio,环保投资比例核算,A3,K1,OK,error_no_report,649,412,E4_FORMAT_NOT_JSON;I1_NO_REPORT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A3_K2,NEW_PL015_invest_ratio,环保投资比例核算,A3,K2,OK,error_no_report,1198,885,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I5_WEB_SNAPSHOT_DRIFT;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
NEW_PL015_invest_ratio__A3_K3,NEW_PL015_invest_ratio,环保投资比例核算,A3,K3,OK,error_no_report,814,903,E4_FORMAT_NOT_JSON;I1_NO_REPORT;I4_RAG_INSTRUCTION;P1_PROMPT_CHANGED;S1_GOLD_UNCONFIRMED,False
